,nro lista,Partido,votos,votos_totales_circuito,circuito,nombre_archivo,seccional,porcentaje_circuito
16,A300,MST - NUEVA IZQUIERDA,24,3063,005A,seccional 5A,9,0.007835455435847209
17,P40,MOVIMIENTO LIBRES DEL SUR,88,3063,005A,seccional 5A,9,0.0287300032647731
6,A500,CORDOBA CAMBIA,1911,8858,0005,seccional 5,11,0.21573718672386544
7,P217,ENCUENTRO VECINAL CÓRDOBA,480,8858,0005,seccional 5,11,0.05418830435764281
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),38,8858,0005,seccional 5,11,0.004289907428313389
9,3,UNIÓN CÍVICA RADICAL,1706,8858,0005,seccional 5,11,0.19259426507112215
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,354,8858,0005,seccional 5,11,0.039963874463761574
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,24,8858,0005,seccional 5,11,0.0027094152178821405
12,A601,HACEMOS POR CORDOBA,3665,8858,0005,seccional 5,9,0.4137502822307519
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,35,8858,0005,seccional 5,9,0.003951230526078121
14,P191,VECINALISMO INDEPENDIENTE,128,8858,0005,seccional 5,9,0.014450214495371415
15,P200,PARTIDO UNION CIUDADANA,47,8858,0005,seccional 5,9,0.005305938135019192
16,A300,MST - NUEVA IZQUIERDA,127,8858,0005,seccional 5,9,0.014337322194626327
17,P40,MOVIMIENTO LIBRES DEL SUR,318,8858,0005,seccional 5,9,0.035899751636938364
6,A500,CORDOBA CAMBIA,679,2070,011L,seccional 11L,11,0.3280193236714976
7,P217,ENCUENTRO VECINAL CÓRDOBA,149,2070,011L,seccional 11L,11,0.07198067632850241
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),0,2070,011L,seccional 11L,11,0.0
9,3,UNIÓN CÍVICA RADICAL,623,2070,011L,seccional 11L,11,0.30096618357487925
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,25,2070,011L,seccional 11L,11,0.012077294685990338
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,2,2070,011L,seccional 11L,11,0.000966183574879227
12,A601,HACEMOS POR CORDOBA,478,2070,011L,seccional 11L,9,0.23091787439613526
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,1,2070,011L,seccional 11L,9,0.0004830917874396135
14,P191,VECINALISMO INDEPENDIENTE,19,2070,011L,seccional 11L,9,0.009178743961352657
15,P200,PARTIDO UNION CIUDADANA,33,2070,011L,seccional 11L,9,0.015942028985507246
16,A300,MST - NUEVA IZQUIERDA,12,2070,011L,seccional 11L,9,0.005797101449275362
17,P40,MOVIMIENTO LIBRES DEL SUR,46,2070,011L,seccional 11L,9,0.022222222222222223
6,A500,CORDOBA CAMBIA,1931,8593,009C,seccional 9C,11,0.2247177935528919
7,P217,ENCUENTRO VECINAL CÓRDOBA,400,8593,009C,seccional 9C,11,0.04654951704876062
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),15,8593,009C,seccional 9C,11,0.0017456068893285232
9,3,UNIÓN CÍVICA RADICAL,1617,8593,009C,seccional 9C,11,0.1881764226696148
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,381,8593,009C,seccional 9C,11,0.04433841498894449
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,27,8593,009C,seccional 9C,11,0.003142092400791342
12,A601,HACEMOS POR CORDOBA,3457,8593,009C,seccional 9C,9,0.4023042010939136
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,26,8593,009C,seccional 9C,9,0.0030257186081694403
14,P191,VECINALISMO INDEPENDIENTE,89,8593,009C,seccional 9C,9,0.010357267543349237
15,P200,PARTIDO UNION CIUDADANA,58,8593,009C,seccional 9C,9,0.0067496799720702895
16,A300,MST - NUEVA IZQUIERDA,189,8593,009C,seccional 9C,9,0.021994646805539392
17,P40,MOVIMIENTO LIBRES DEL SUR,388,8593,009C,seccional 9C,9,0.0451530315372978
6,A500,CORDOBA CAMBIA,1930,8646,010H,seccional 10H,11,0.22322461253758963
7,P217,ENCUENTRO VECINAL CÓRDOBA,546,8646,010H,seccional 10H,11,0.06315058986814712
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),18,8646,010H,seccional 10H,11,0.002081887578070784
9,3,UNIÓN CÍVICA RADICAL,1858,8646,010H,seccional 10H,11,0.2148970622253065
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,572,8646,010H,seccional 10H,11,0.06615776081424936
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,27,8646,010H,seccional 10H,11,0.003122831367106176
12,A601,HACEMOS POR CORDOBA,2873,8646,010H,seccional 10H,9,0.33229238954429796
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,22,8646,010H,seccional 10H,9,0.002544529262086514
14,P191,VECINALISMO INDEPENDIENTE,132,8646,010H,seccional 10H,9,0.015267175572519083
15,P200,PARTIDO UNION CIUDADANA,80,8646,010H,seccional 10H,9,0.009252833680314597
16,A300,MST - NUEVA IZQUIERDA,183,8646,010H,seccional 10H,9,0.02116585704371964
17,P40,MOVIMIENTO LIBRES DEL SUR,388,8646,010H,seccional 10H,9,0.04487624334952579
6,A500,CORDOBA CAMBIA,1170,5856,014G,seccional 14G,11,0.19979508196721313
7,P217,ENCUENTRO VECINAL CÓRDOBA,267,5856,014G,seccional 14G,11,0.04559426229508197
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),21,5856,014G,seccional 14G,11,0.003586065573770492
9,3,UNIÓN CÍVICA RADICAL,1125,5856,014G,seccional 14G,11,0.19211065573770492
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,169,5856,014G,seccional 14G,11,0.02885928961748634
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,17,5856,014G,seccional 14G,11,0.0029030054644808745
12,A601,HACEMOS POR CORDOBA,2580,5856,014G,seccional 14G,9,0.4405737704918033
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,13,5856,014G,seccional 14G,9,0.0022199453551912567
14,P191,VECINALISMO INDEPENDIENTE,84,5856,014G,seccional 14G,9,0.014344262295081968
15,P200,PARTIDO UNION CIUDADANA,28,5856,014G,seccional 14G,9,0.0047814207650273225
16,A300,MST - NUEVA IZQUIERDA,111,5856,014G,seccional 14G,9,0.018954918032786885
17,P40,MOVIMIENTO LIBRES DEL SUR,254,5856,014G,seccional 14G,9,0.04337431693989071
6,A500,CORDOBA CAMBIA,1081,5189,007F,seccional 7F,11,0.20832530352669107
7,P217,ENCUENTRO VECINAL CÓRDOBA,242,5189,007F,seccional 7F,11,0.04663711697822316
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,5189,007F,seccional 7F,11,0.002119868953555598
9,3,UNIÓN CÍVICA RADICAL,925,5189,007F,seccional 7F,11,0.17826170745808442
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,173,5189,007F,seccional 7F,11,0.033339757178647136
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,13,5189,007F,seccional 7F,11,0.002505299672383889
12,A601,HACEMOS POR CORDOBA,2305,5189,007F,seccional 7F,9,0.44420890344960495
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,18,5189,007F,seccional 7F,9,0.0034688764694546155
14,P191,VECINALISMO INDEPENDIENTE,50,5189,007F,seccional 7F,9,0.009635767970707265
15,P200,PARTIDO UNION CIUDADANA,27,5189,007F,seccional 7F,9,0.005203314704181923
16,A300,MST - NUEVA IZQUIERDA,75,5189,007F,seccional 7F,9,0.014453651956060899
17,P40,MOVIMIENTO LIBRES DEL SUR,256,5189,007F,seccional 7F,9,0.049335132010021196
6,A500,CORDOBA CAMBIA,1599,7931,007G,seccional 7G,11,0.201613920060522
7,P217,ENCUENTRO VECINAL CÓRDOBA,315,7931,007G,seccional 7G,11,0.03971756398940865
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),14,7931,007G,seccional 7G,11,0.00176522506619594
9,3,UNIÓN CÍVICA RADICAL,1555,7931,007G,seccional 7G,11,0.19606606985247763
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,303,7931,007G,seccional 7G,11,0.03820451393266927
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,19,7931,007G,seccional 7G,11,0.002395662589837347
12,A601,HACEMOS POR CORDOBA,3447,7931,007G,seccional 7G,9,0.43462362879838606
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,16,7931,007G,seccional 7G,9,0.002017400075652503
14,P191,VECINALISMO INDEPENDIENTE,96,7931,007G,seccional 7G,9,0.012104400453915016
15,P200,PARTIDO UNION CIUDADANA,42,7931,007G,seccional 7G,9,0.00529567519858782
16,A300,MST - NUEVA IZQUIERDA,125,7931,007G,seccional 7G,9,0.015760938091035178
17,P40,MOVIMIENTO LIBRES DEL SUR,381,7931,007G,seccional 7G,9,0.04803933930147523
6,A500,CORDOBA CAMBIA,427,2202,014K,seccional 14K,11,0.19391462306993643
7,P217,ENCUENTRO VECINAL CÓRDOBA,113,2202,014K,seccional 14K,11,0.05131698455949137
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,2202,014K,seccional 14K,11,0.004995458673932788
9,3,UNIÓN CÍVICA RADICAL,439,2202,014K,seccional 14K,11,0.19936421435059037
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,80,2202,014K,seccional 14K,11,0.03633060853769301
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,10,2202,014K,seccional 14K,11,0.004541326067211626
12,A601,HACEMOS POR CORDOBA,905,2202,014K,seccional 14K,9,0.41099000908265215
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,6,2202,014K,seccional 14K,9,0.0027247956403269754
14,P191,VECINALISMO INDEPENDIENTE,23,2202,014K,seccional 14K,9,0.01044504995458674
15,P200,PARTIDO UNION CIUDADANA,16,2202,014K,seccional 14K,9,0.007266121707538601
16,A300,MST - NUEVA IZQUIERDA,52,2202,014K,seccional 14K,9,0.023614895549500452
17,P40,MOVIMIENTO LIBRES DEL SUR,114,2202,014K,seccional 14K,9,0.051771117166212535
6,A500,CORDOBA CAMBIA,495,2395,014P,seccional 14P,11,0.20668058455114824
7,P217,ENCUENTRO VECINAL CÓRDOBA,160,2395,014P,seccional 14P,11,0.06680584551148225
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),5,2395,014P,seccional 14P,11,0.0020876826722338203
9,3,UNIÓN CÍVICA RADICAL,434,2395,014P,seccional 14P,11,0.1812108559498956
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,159,2395,014P,seccional 14P,11,0.06638830897703549
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,14,2395,014P,seccional 14P,11,0.005845511482254697
12,A601,HACEMOS POR CORDOBA,883,2395,014P,seccional 14P,9,0.3686847599164927
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,3,2395,014P,seccional 14P,9,0.0012526096033402922
14,P191,VECINALISMO INDEPENDIENTE,35,2395,014P,seccional 14P,9,0.014613778705636743
15,P200,PARTIDO UNION CIUDADANA,18,2395,014P,seccional 14P,9,0.007515657620041753
16,A300,MST - NUEVA IZQUIERDA,55,2395,014P,seccional 14P,9,0.022964509394572025
17,P40,MOVIMIENTO LIBRES DEL SUR,127,2395,014P,seccional 14P,9,0.05302713987473904
6,A500,CORDOBA CAMBIA,2021,10336,013H,seccional 13H,11,0.19553018575851394
7,P217,ENCUENTRO VECINAL CÓRDOBA,559,10336,013H,seccional 13H,11,0.0540828173374613
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),19,10336,013H,seccional 13H,11,0.001838235294117647
9,3,UNIÓN CÍVICA RADICAL,1925,10336,013H,seccional 13H,11,0.18624226006191952
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,296,10336,013H,seccional 13H,11,0.02863777089783282
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,33,10336,013H,seccional 13H,11,0.0031927244582043344
12,A601,HACEMOS POR CORDOBA,4742,10336,013H,seccional 13H,9,0.45878482972136225
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,20,10336,013H,seccional 13H,9,0.001934984520123839
14,P191,VECINALISMO INDEPENDIENTE,81,10336,013H,seccional 13H,9,0.007836687306501548
15,P200,PARTIDO UNION CIUDADANA,53,10336,013H,seccional 13H,9,0.005127708978328174
16,A300,MST - NUEVA IZQUIERDA,147,10336,013H,seccional 13H,9,0.014222136222910216
17,P40,MOVIMIENTO LIBRES DEL SUR,408,10336,013H,seccional 13H,9,0.039473684210526314
6,A500,CORDOBA CAMBIA,1033,3965,0009,seccional 9,11,0.2605296343001261
7,P217,ENCUENTRO VECINAL CÓRDOBA,269,3965,0009,seccional 9,11,0.06784363177805801
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),3,3965,0009,seccional 9,11,0.0007566204287515763
9,3,UNIÓN CÍVICA RADICAL,945,3965,0009,seccional 9,11,0.23833543505674654
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,243,3965,0009,seccional 9,11,0.06128625472887768
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,10,3965,0009,seccional 9,11,0.0025220680958385876
12,A601,HACEMOS POR CORDOBA,1089,3965,0009,seccional 9,9,0.2746532156368222
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,4,3965,0009,seccional 9,9,0.001008827238335435
14,P191,VECINALISMO INDEPENDIENTE,55,3965,0009,seccional 9,9,0.013871374527112233
15,P200,PARTIDO UNION CIUDADANA,35,3965,0009,seccional 9,9,0.008827238335435058
16,A300,MST - NUEVA IZQUIERDA,78,3965,0009,seccional 9,9,0.019672131147540985
17,P40,MOVIMIENTO LIBRES DEL SUR,196,3965,0009,seccional 9,9,0.04943253467843632
6,A500,CORDOBA CAMBIA,1421,8139,010E,seccional 10E,11,0.17459147315395013
7,P217,ENCUENTRO VECINAL CÓRDOBA,422,8139,010E,seccional 10E,11,0.05184912151369947
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),27,8139,010E,seccional 10E,11,0.003317360855141909
9,3,UNIÓN CÍVICA RADICAL,1380,8139,010E,seccional 10E,11,0.1695539992628087
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,253,8139,010E,seccional 10E,11,0.03108489986484826
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,41,8139,010E,seccional 10E,11,0.005037473891141418
12,A601,HACEMOS POR CORDOBA,3989,8139,010E,seccional 10E,9,0.4901093500430028
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,27,8139,010E,seccional 10E,9,0.003317360855141909
14,P191,VECINALISMO INDEPENDIENTE,79,8139,010E,seccional 10E,9,0.009706352131711513
15,P200,PARTIDO UNION CIUDADANA,44,8139,010E,seccional 10E,9,0.005406069541712741
16,A300,MST - NUEVA IZQUIERDA,118,8139,010E,seccional 10E,9,0.014498095589138714
17,P40,MOVIMIENTO LIBRES DEL SUR,310,8139,010E,seccional 10E,9,0.0380882172257034
6,A500,CORDOBA CAMBIA,3216,14573,007B,seccional 7B,11,0.22068208330474165
7,P217,ENCUENTRO VECINAL CÓRDOBA,786,14573,007B,seccional 7B,11,0.05393535991216634
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),39,14573,007B,seccional 7B,11,0.0026761819803746653
9,3,UNIÓN CÍVICA RADICAL,3099,14573,007B,seccional 7B,11,0.21265353736361764
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,819,14573,007B,seccional 7B,11,0.056199821587867974
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,61,14573,007B,seccional 7B,11,0.004185823097509092
12,A601,HACEMOS POR CORDOBA,5158,14573,007B,seccional 7B,9,0.3539422219172442
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,30,14573,007B,seccional 7B,9,0.0020586015233651275
14,P191,VECINALISMO INDEPENDIENTE,185,14573,007B,seccional 7B,9,0.012694709394084952
15,P200,PARTIDO UNION CIUDADANA,133,14573,007B,seccional 7B,9,0.009126466753585397
16,A300,MST - NUEVA IZQUIERDA,313,14573,007B,seccional 7B,9,0.02147807589377616
17,P40,MOVIMIENTO LIBRES DEL SUR,703,14573,007B,seccional 7B,9,0.048239895697522815
6,A500,CORDOBA CAMBIA,860,3550,0002,seccional 2,11,0.24225352112676057
7,P217,ENCUENTRO VECINAL CÓRDOBA,227,3550,0002,seccional 2,11,0.06394366197183099
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),15,3550,0002,seccional 2,11,0.004225352112676056
9,3,UNIÓN CÍVICA RADICAL,756,3550,0002,seccional 2,11,0.21295774647887325
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,221,3550,0002,seccional 2,11,0.062253521126760566
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,14,3550,0002,seccional 2,11,0.003943661971830986
12,A601,HACEMOS POR CORDOBA,1114,3550,0002,seccional 2,9,0.31380281690140843
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,8,3550,0002,seccional 2,9,0.0022535211267605635
14,P191,VECINALISMO INDEPENDIENTE,45,3550,0002,seccional 2,9,0.01267605633802817
15,P200,PARTIDO UNION CIUDADANA,25,3550,0002,seccional 2,9,0.007042253521126761
16,A300,MST - NUEVA IZQUIERDA,91,3550,0002,seccional 2,9,0.02563380281690141
17,P40,MOVIMIENTO LIBRES DEL SUR,161,3550,0002,seccional 2,9,0.045352112676056336
6,A500,CORDOBA CAMBIA,2509,10777,013A,seccional 13A,11,0.23281061519903498
7,P217,ENCUENTRO VECINAL CÓRDOBA,620,10777,013A,seccional 13A,11,0.0575299248399369
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),23,10777,013A,seccional 13A,11,0.0021341746311589497
9,3,UNIÓN CÍVICA RADICAL,2125,10777,013A,seccional 13A,11,0.197179177878816
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,348,10777,013A,seccional 13A,11,0.03229099007144846
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,24,10777,013A,seccional 13A,11,0.0022269648325136866
12,A601,HACEMOS POR CORDOBA,4196,10777,013A,seccional 13A,9,0.3893476848844762
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,32,10777,013A,seccional 13A,9,0.0029692864433515822
14,P191,VECINALISMO INDEPENDIENTE,114,10777,013A,seccional 13A,9,0.01057808295444001
15,P200,PARTIDO UNION CIUDADANA,70,10777,013A,seccional 13A,9,0.006495314094831586
16,A300,MST - NUEVA IZQUIERDA,156,10777,013A,seccional 13A,9,0.014475271411338963
17,P40,MOVIMIENTO LIBRES DEL SUR,533,10777,013A,seccional 13A,9,0.04945717732207479
6,A500,CORDOBA CAMBIA,2412,9898,0001,seccional 1,11,0.24368559304910084
7,P217,ENCUENTRO VECINAL CÓRDOBA,625,9898,0001,seccional 1,11,0.06314406950899172
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),12,9898,0001,seccional 1,11,0.0012123661345726409
9,3,UNIÓN CÍVICA RADICAL,2139,9898,0001,seccional 1,11,0.21610426348757325
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,602,9898,0001,seccional 1,11,0.06082036775106082
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,50,9898,0001,seccional 1,11,0.005051525560719338
12,A601,HACEMOS POR CORDOBA,3103,9898,0001,seccional 1,9,0.31349767629824205
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,31,9898,0001,seccional 1,9,0.003131945847645989
14,P191,VECINALISMO INDEPENDIENTE,99,9898,0001,seccional 1,9,0.010002020610224288
15,P200,PARTIDO UNION CIUDADANA,122,9898,0001,seccional 1,9,0.012325722368155182
16,A300,MST - NUEVA IZQUIERDA,266,9898,0001,seccional 1,9,0.026874115983026876
17,P40,MOVIMIENTO LIBRES DEL SUR,408,9898,0001,seccional 1,9,0.04122044857546979
6,A500,CORDOBA CAMBIA,1779,6531,009D,seccional 9D,11,0.27239320165365183
7,P217,ENCUENTRO VECINAL CÓRDOBA,374,6531,009D,seccional 9D,11,0.057265349869851476
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,6531,009D,seccional 9D,11,0.0016842749961721022
9,3,UNIÓN CÍVICA RADICAL,1486,6531,009D,seccional 9D,11,0.22753024039197672
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,298,6531,009D,seccional 9D,11,0.04562854080538968
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,15,6531,009D,seccional 9D,11,0.0022967386311437757
12,A601,HACEMOS POR CORDOBA,1956,6531,009D,seccional 9D,9,0.29949471750114837
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,7,6531,009D,seccional 9D,9,0.0010718113612004287
14,P191,VECINALISMO INDEPENDIENTE,104,6531,009D,seccional 9D,9,0.015924054509263513
15,P200,PARTIDO UNION CIUDADANA,49,6531,009D,seccional 9D,9,0.007502679528403001
16,A300,MST - NUEVA IZQUIERDA,151,6531,009D,seccional 9D,9,0.023120502220180677
17,P40,MOVIMIENTO LIBRES DEL SUR,281,6531,009D,seccional 9D,9,0.043025570356760065
6,A500,CORDOBA CAMBIA,2104,8782,011G,seccional 11G,11,0.2395809610567069
7,P217,ENCUENTRO VECINAL CÓRDOBA,432,8782,011G,seccional 11G,11,0.04919152812571168
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),25,8782,011G,seccional 11G,11,0.0028467319517194263
9,3,UNIÓN CÍVICA RADICAL,1315,8782,011G,seccional 11G,11,0.14973810066044183
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,201,8782,011G,seccional 11G,11,0.022887724891824186
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,24,8782,011G,seccional 11G,11,0.002732862673650649
12,A601,HACEMOS POR CORDOBA,4183,8782,011G,seccional 11G,9,0.4763151901616944
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,22,8782,011G,seccional 11G,9,0.002505124117513095
14,P191,VECINALISMO INDEPENDIENTE,57,8782,011G,seccional 11G,9,0.006490548849920292
15,P200,PARTIDO UNION CIUDADANA,36,8782,011G,seccional 11G,9,0.004099294010475973
16,A300,MST - NUEVA IZQUIERDA,105,8782,011G,seccional 11G,9,0.011956274197221589
17,P40,MOVIMIENTO LIBRES DEL SUR,249,8782,011G,seccional 11G,9,0.028353450239125486
6,A500,CORDOBA CAMBIA,1393,5086,0014,seccional 14,11,0.27388910735351946
7,P217,ENCUENTRO VECINAL CÓRDOBA,437,5086,0014,seccional 14,11,0.0859221392056626
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),1,5086,0014,seccional 14,11,0.00019661816751867872
9,3,UNIÓN CÍVICA RADICAL,1267,5086,0014,seccional 14,11,0.24911521824616595
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,206,5086,0014,seccional 14,11,0.040503342508847816
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,8,5086,0014,seccional 14,11,0.0015729453401494297
12,A601,HACEMOS POR CORDOBA,1296,5086,0014,seccional 14,9,0.2548171451042076
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,6,5086,0014,seccional 14,9,0.0011797090051120724
14,P191,VECINALISMO INDEPENDIENTE,101,5086,0014,seccional 14,9,0.01985843491938655
15,P200,PARTIDO UNION CIUDADANA,75,5086,0014,seccional 14,9,0.014746362563900904
16,A300,MST - NUEVA IZQUIERDA,91,5086,0014,seccional 14,9,0.017892253244199765
17,P40,MOVIMIENTO LIBRES DEL SUR,198,5086,0014,seccional 14,9,0.03893039716869839
6,A500,CORDOBA CAMBIA,481,2778,0011,seccional 11,11,0.17314614830813535
7,P217,ENCUENTRO VECINAL CÓRDOBA,95,2778,0011,seccional 11,11,0.03419726421886249
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),10,2778,0011,seccional 11,11,0.003599712023038157
9,3,UNIÓN CÍVICA RADICAL,321,2778,0011,seccional 11,11,0.11555075593952484
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,69,2778,0011,seccional 11,11,0.024838012958963283
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,10,2778,0011,seccional 11,11,0.003599712023038157
12,A601,HACEMOS POR CORDOBA,1631,2778,0011,seccional 11,9,0.5871130309575234
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,10,2778,0011,seccional 11,9,0.003599712023038157
14,P191,VECINALISMO INDEPENDIENTE,18,2778,0011,seccional 11,9,0.0064794816414686825
15,P200,PARTIDO UNION CIUDADANA,16,2778,0011,seccional 11,9,0.005759539236861051
16,A300,MST - NUEVA IZQUIERDA,27,2778,0011,seccional 11,9,0.009719222462203024
17,P40,MOVIMIENTO LIBRES DEL SUR,79,2778,0011,seccional 11,9,0.02843772498200144
6,A500,CORDOBA CAMBIA,10,61,0007,seccional 7,11,0.16393442622950818
7,P217,ENCUENTRO VECINAL CÓRDOBA,0,61,0007,seccional 7,11,0.0
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),1,61,0007,seccional 7,11,0.01639344262295082
9,3,UNIÓN CÍVICA RADICAL,11,61,0007,seccional 7,11,0.18032786885245902
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,2,61,0007,seccional 7,11,0.03278688524590164
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,0,61,0007,seccional 7,11,0.0
12,A601,HACEMOS POR CORDOBA,30,61,0007,seccional 7,9,0.4918032786885246
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,0,61,0007,seccional 7,9,0.0
14,P191,VECINALISMO INDEPENDIENTE,0,61,0007,seccional 7,9,0.0
15,P200,PARTIDO UNION CIUDADANA,0,61,0007,seccional 7,9,0.0
16,A300,MST - NUEVA IZQUIERDA,1,61,0007,seccional 7,9,0.01639344262295082
17,P40,MOVIMIENTO LIBRES DEL SUR,6,61,0007,seccional 7,9,0.09836065573770492
6,A500,CORDOBA CAMBIA,564,3576,012A,seccional 12A,11,0.15771812080536912
7,P217,ENCUENTRO VECINAL CÓRDOBA,135,3576,012A,seccional 12A,11,0.037751677852348994
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),20,3576,012A,seccional 12A,11,0.005592841163310962
9,3,UNIÓN CÍVICA RADICAL,505,3576,012A,seccional 12A,11,0.14121923937360178
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,85,3576,012A,seccional 12A,11,0.02376957494407159
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,19,3576,012A,seccional 12A,11,0.005313199105145414
12,A601,HACEMOS POR CORDOBA,2010,3576,012A,seccional 12A,9,0.5620805369127517
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,12,3576,012A,seccional 12A,9,0.003355704697986577
14,P191,VECINALISMO INDEPENDIENTE,30,3576,012A,seccional 12A,9,0.008389261744966443
15,P200,PARTIDO UNION CIUDADANA,22,3576,012A,seccional 12A,9,0.006152125279642058
16,A300,MST - NUEVA IZQUIERDA,26,3576,012A,seccional 12A,9,0.00727069351230425
